1, 0.98653068, 0.967286
2, 0.98577068, 0.948500
3, 0.98491684, 0.938029
4, 0.98445376, 0.952429
5, 0.98522452, 0.941161
6, 0.98734296, 0.953718
7, 0.98887532, 0.965916
8, 0.98958076, 0.953276
9, 0.9856656, 0.937095
10, 0.98569584, 0.949022
11, 0.98821388, 0.963623
12, 0.98912764, 0.961232
13, 0.97484128, 0.884849
14, 0.99146584, 0.970257
15, 0.98754852, 0.951924
16, 0.9878156, 0.956430
17, 0.9869382, 0.948975
18, 0.9879372, 0.951516
19, 0.98932704, 0.954411
20, 0.98635392, 0.943301
21, 0.9879938, 0.960418
22, 0.98870288, 0.958686
23, 0.98735312, 0.948873
24, 0.98122216, 0.946351
25, 0.9837634, 0.954775
26, 0.98678616, 0.959774
27, 0.98179076, 0.932895
28, 0.97727308, 0.942006
29, 0.98849068, 0.949197
30, 0.98945432, 0.952116
31, 0.98261732, 0.947999
32, 0.98951288, 0.973554
33, 0.98682936, 0.951241
34, 0.98726824, 0.946635
35, 0.98433008, 0.955418
36, 0.98878068, 0.955167
37, 0.98655588, 0.942254
38, 0.98094488, 0.930239
39, 0.98914204, 0.965529
40, 0.9902706, 0.969252
41, 0.98704032, 0.951552
42, 0.99046108, 0.966733
43, 0.98835076, 0.966785
44, 0.98812128, 0.954234
45, 0.98634264, 0.936988
46, 0.98545468, 0.957427
47, 0.98101508, 0.933481
48, 0.98963576, 0.959335
49, 0.9849506, 0.914820
50, 0.98333528, 0.926394
51, 0.97867456, 0.906439
52, 0.98500444, 0.930395
53, 0.98311484, 0.913911
54, 0.984857, 0.953163
55, 0.9902666, 0.972587
56, 0.98825908, 0.953586
57, 0.98700136, 0.932676
58, 0.9841004, 0.944321
59, 0.98682252, 0.960043
60, 0.98675096, 0.959703
61, 0.98331568, 0.943844
62, 0.98569284, 0.942874
63, 0.9897236, 0.960302
64, 0.98780844, 0.951992
65, 0.98808116, 0.957357
66, 0.9899618, 0.954717
67, 0.98712956, 0.941454
68, 0.98719296, 0.951320
69, 0.9865454, 0.942378
70, 0.98502868, 0.928809
71, 0.98298116, 0.912201
72, 0.98359348, 0.939013
73, 0.98771452, 0.962561
74, 0.988557, 0.953960
75, 0.98748548, 0.941796
76, 0.98725452, 0.945824
77, 0.9866954, 0.953822
78, 0.98466264, 0.944622
79, 0.98823396, 0.952540
80, 0.98575004, 0.958538
81, 0.9891088, 0.954312
82, 0.98549388, 0.956431
83, 0.988116, 0.947231
84, 0.98886464, 0.960844
85, 0.9853504, 0.940415
86, 0.98695872, 0.964708
87, 0.98958264, 0.954839
88, 0.98218804, 0.940429
89, 0.98793944, 0.956892
90, 0.98519332, 0.945601
91, 0.98713344, 0.952453
92, 0.98082244, 0.884639
93, 0.98821856, 0.947373
94, 0.98738352, 0.956270
95, 0.98879644, 0.964921
96, 0.99003108, 0.953107
97, 0.98731128, 0.963981
98, 0.98382836, 0.940495
99, 0.98133964, 0.914814
100, 0.98555796, 0.921672
101, 0.99042996, 0.968284
102, 0.98758892, 0.956310
103, 0.98690608, 0.958509
104, 0.98488844, 0.953852
105, 0.98667672, 0.933384
106, 0.98694288, 0.958101
107, 0.9836072, 0.958209
108, 0.9881696, 0.949954
109, 0.98461072, 0.928811
110, 0.9889736, 0.956115
111, 0.9810304, 0.930494
112, 0.98519784, 0.913335
